id,budget,original_language,popularity,runtime,revenue,has_homepage,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,overview_count,overview_life,overview_find,overview_one,overview_new,overview_love,company_count,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_country_count,release_month,release_day,release_year,dayofweek,spoken_language_count,has_Released,tagline_count,tagline_one,tagline_love,tagline_world,tagline_life,tagline_stori,tagline_man,title_count,keyword_count,keyword_relationship,keyword_base,keyword_woman,keyword_film,keyword_murder,keyword_love,cast_1,cast_2,cast_3,cast_count,crew_count
83,43000000,en,10.947957,104.0,91974818,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,23,0,1,0,1,0,6,0,1,0,0,2,7,29,2005,4,1,1,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,Kate Hudson,Gena Rowlands,Gena Rowlands,20.0,99
84,28000000,en,7.482864999999999,116.0,40400657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,182,0,0,1,0,0,1,0,0,0,0,1,12,6,1984,3,2,1,6,0,0,0,0,0,0,1,8,0,0,0,0,0,0,Roy Scheider,John Lithgow,John Lithgow,18.0,32
85,2000000,en,10.239941,85.0,13101672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0,0,2,0,0,0,0,2,1,21,2011,4,1,1,10,0,0,0,0,0,0,2,9,0,0,1,0,0,0,Elizabeth Olsen,Adam Trese,Adam Trese,6.0,7
86,50000000,en,7.260574,109.0,152022101,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,41,0,0,0,0,0,2,0,0,1,0,1,6,9,1995,4,2,1,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Laura Linney,Dylan Walsh,Dylan Walsh,21.0,9
87,8000000,en,9.741644,105.0,106260000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,0,0,1,12,18,1979,1,1,1,8,0,1,0,0,1,0,3,9,1,0,0,0,0,0,Dustin Hoffman,Meryl Streep,Meryl Streep,19.0,33
88,7500000,cn,12.314278,91.0,32392047,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,0,1,1,0,2,0,0,0,0,1,1,30,1995,0,2,1,6,0,0,0,0,0,0,4,10,0,0,0,0,0,0,Jackie Chan,Anita Mui,Anita Mui,9.0,4
89,20000000,en,13.655178,126.0,13162475,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,3,3,31,2017,4,1,1,10,0,0,0,0,0,0,4,7,0,0,0,0,0,0,Jessica Chastain,Johan Heldenbergh,Johan Heldenbergh,41.0,21
90,0,en,4.359884,109.0,140081992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,92,0,0,0,0,0,3,0,0,0,0,2,2,5,1993,4,1,1,16,0,0,0,0,0,0,1,22,1,0,0,0,1,1,Jodie Foster,Richard Gere,Richard Gere,13.0,20
91,30000000,en,25.261865,111.0,180949000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,1,10,10,2003,4,3,1,4,0,0,0,0,0,0,4,15,0,0,0,0,0,0,Uma Thurman,Lucy Liu,Lucy Liu,36.0,161
92,0,it,3.83196,106.0,215339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,1,3,16,2001,4,2,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,Margherita Buy,Stefano Accorsi,Stefano Accorsi,18.0,3
93,35000000,en,1.690768,135.0,15000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20,0,1,0,0,0,3,0,0,0,0,1,9,20,1995,2,2,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,Juliette Binoche,Olivier Martinez,Olivier Martinez,29.0,9
94,0,en,14.322814000000001,96.0,2724474,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,1,5,15,2008,3,1,1,19,0,0,0,0,0,0,1,5,0,0,0,0,0,0,Michael Fassbender,Stuart Graham,Stuart Graham,12.0,5
95,15000000,en,18.184055999999998,147.0,20117339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35,0,0,0,0,0,5,0,0,0,0,2,5,16,2001,2,2,1,19,0,0,1,0,0,0,2,16,0,0,0,1,0,0,Naomi Watts,Laura Harring,Laura Harring,71.0,17
96,0,ru,0.181963,72.0,14353,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,1,0,0,1,0,0,0,0,1,12,9,2012,6,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Yuriy Kutsenko,Viktor Shamirov,Viktor Shamirov,9.0,3
97,2500000,fr,2.942355,98.0,3358,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,62,0,0,0,0,0,6,0,0,0,0,1,11,14,2011,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Tomer Sisley,Julien Boisselier,Julien Boisselier,9.0,10
98,0,ru,1.0421120000000001,158.0,73000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,1,6,26,2011,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Maksim Sukhanov,Justine Waddell,Justine Waddell,6.0,10
99,10500000,es,11.003515,90.0,23000000,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,1,0,1,0,0,1,0,0,0,0,1,8,31,2012,4,2,1,6,0,0,0,0,0,0,4,13,0,0,0,0,0,0,Fiona Glascott,Lewis Macleod,Lewis Macleod,8.0,15
100,6000000,en,5.529808,120.0,46616067,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,1,4,15,1988,4,2,1,9,1,0,0,0,0,0,1,10,0,0,0,0,0,0,Sean Penn,Robert Duvall,Robert Duvall,11.0,8
101,7000000,en,7.958502,91.0,9229401,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,51,0,0,1,0,0,4,0,0,0,0,1,1,26,1990,4,1,1,12,0,0,0,0,0,0,2,8,0,0,0,0,0,0,Dolph Lundgren,Brian Benben,Brian Benben,14.0,47
102,60000000,en,11.93646,135.0,313542341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,116,0,0,0,0,0,3,0,1,0,0,1,12,11,2001,1,1,1,10,0,0,0,0,0,0,3,14,0,0,0,0,0,0,"Russell Crowe,Ed Harris",Jennifer Connelly,Jennifer Connelly,38.0,60
103,0,ko,1.066558,102.0,14961069,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,0,0,0,1,0,3,0,0,0,0,1,8,18,2007,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,None,Lee Young-eun,Lee Young-eun,7.0,5
104,0,en,2.401289,121.0,5310554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,3,0,0,0,0,1,9,28,2012,4,1,1,9,0,0,0,0,0,0,4,1,0,1,0,0,0,0,Viola Davis,Maggie Gyllenhaal,Maggie Gyllenhaal,20.0,11
105,0,tr,1.590383,117.0,149521495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,4,0,0,0,0,1,2,20,2014,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,None,Şahan Gökbakar,Şahan Gökbakar,16.0,11
106,10900000,en,13.454169,105.0,16505460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,0,1,5,0,0,0,0,1,9,8,2013,6,1,1,6,0,0,0,0,1,0,1,8,0,0,1,0,0,0,Gugu Mbatha-Raw,Tom Wilkinson,Tom Wilkinson,14.0,40
107,31000000,en,6.523155,105.0,15134293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,2,0,0,0,0,1,1,21,2010,3,1,1,8,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Harrison Ford,Brendan Fraser,Brendan Fraser,25.0,16
108,72000000,en,20.755149,177.0,210000000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,43,0,0,0,1,1,3,0,0,0,0,1,5,24,1995,2,4,1,8,0,0,0,0,0,1,1,8,0,0,0,0,0,1,Mel Gibson,Catherine McCormack,Catherine McCormack,55.0,67
109,14000000,en,3.873796,97.0,18535191,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,67,0,0,0,0,1,2,0,0,0,0,2,4,15,1999,3,1,1,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Cate Blanchett,Minnie Driver,Minnie Driver,6.0,3
110,15000000,en,3.210693,189.0,34562222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46,0,0,0,1,0,1,0,0,0,0,1,10,10,1966,6,1,1,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Julie Andrews,Max von Sydow,Max von Sydow,18.0,13
111,75000000,en,13.136791,123.0,67631903,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,1,7,0,0,0,0,1,10,12,2001,4,1,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bruce Willis,Billy Bob Thornton,Billy Bob Thornton,10.0,104
112,35000000,en,5.093704,111.0,22034832,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,1,0,0,2,0,0,0,0,1,8,6,2004,4,1,1,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Brittany Murphy,Holly Hunter,Holly Hunter,20.0,25
113,100000000,en,11.696923,122.0,93820758,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,131,1,0,1,1,0,8,1,0,0,0,1,11,20,2015,4,1,1,10,0,0,0,0,1,0,6,22,0,1,0,0,0,0,Chris Hemsworth,Benjamin Walker,Benjamin Walker,26.0,110
114,20000000,en,4.619593,106.0,51684798,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47,0,0,0,0,0,2,0,1,0,0,1,3,25,1988,4,1,1,12,0,0,0,0,0,1,2,3,0,0,0,0,0,0,Matthew Broderick,Christopher Walken,Christopher Walken,13.0,13
115,93000000,en,32.070725,178.0,871368364,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,0,0,0,0,2,12,18,2001,1,1,1,6,1,0,0,0,0,0,10,16,0,1,0,0,0,0,Elijah Wood,Ian McKellen,Ian McKellen,26.0,30
116,25000000,en,5.00725,86.0,41604473,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0,0,0,1,0,1,0,0,1,5,31,2002,4,1,1,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,Eddie Griffin,Chris Kattan,Chris Kattan,11.0,13
117,0,zh,1.6780130000000002,145.0,311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,12,0,0,0,0,1,11,1,2012,3,3,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,Adrien Brody,Tim Robbins,Tim Robbins,17.0,18
118,0,en,11.356011,100.0,253625427,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,2,0,0,0,0,1,3,2,2007,4,1,1,9,0,0,0,0,0,0,2,9,0,0,0,1,0,0,Tim Allen,John Travolta,John Travolta,17.0,12
119,0,en,4.304224,107.0,1796389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60,1,0,0,0,0,1,0,0,0,0,1,6,18,1993,4,1,1,9,0,1,0,0,0,0,2,11,0,0,1,0,0,1,Julian Sands,Sherilyn Fenn,Sherilyn Fenn,20.0,16
120,12716953,cn,6.183021,113.0,18814720,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,2,1,31,1997,4,3,1,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,Jackie Chan,Richard Norton,Richard Norton,15.0,10
121,90000000,en,8.345985,90.0,347325802,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101,1,1,0,0,0,1,0,0,0,0,1,8,3,2001,4,3,1,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Chris Tucker,Jackie Chan,Jackie Chan,16.0,10
122,150000000,en,12.453452,88.0,448000000,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,1,0,0,0,0,1,6,18,1999,4,1,1,8,0,0,0,0,0,0,1,9,0,0,0,0,0,0,Tony Goldwyn,Glenn Close,Glenn Close,11.0,27
123,1500000,en,1.9612080000000003,94.0,5585154,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,73,0,1,1,1,0,1,0,0,0,0,1,2,9,1990,4,1,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Gene Hackman,Dan Aykroyd,Dan Aykroyd,51.0,119
124,25000000,en,8.369176,115.0,91036760,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,1,0,0,2,1,0,0,0,1,3,20,2000,0,2,1,17,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Jet Li,Aaliyah,Aaliyah,15.0,7
125,7500000,en,16.376657,95.0,60722734,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,53,1,0,0,0,1,3,0,0,0,0,1,7,17,2009,4,3,1,7,0,1,0,0,0,0,4,17,0,0,0,0,0,1,Joseph Gordon-Levitt,Zooey Deschanel,Zooey Deschanel,23.0,35
126,40000000,zh,14.622492999999999,125.0,7400000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,5,0,0,0,0,3,7,3,2008,3,3,1,9,1,0,0,0,0,1,5,2,0,1,0,0,0,0,Jonathan Rhys Meyers,Radha Mitchell,Radha Mitchell,4.0,2
127,0,en,5.695908,105.0,15500000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1,1,0,0,0,0,1,6,2,1978,4,1,1,22,0,0,0,1,0,0,2,1,0,0,0,0,0,0,Mark Hamill,Annie Potts,Annie Potts,17.0,2
128,10000000,en,7.886926,111.0,12008642,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,58,0,1,0,0,0,2,0,0,0,0,1,12,22,2000,4,1,1,10,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Cate Blanchett,Giovanni Ribisi,Giovanni Ribisi,16.0,59
129,18000000,en,9.929808999999999,100.0,46201432,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54,0,0,1,0,0,2,0,0,0,0,1,10,14,2005,4,3,1,8,0,0,0,0,0,0,2,21,1,0,0,0,0,0,Tom Welling,Maggie Grace,Maggie Grace,11.0,21
130,2400000,en,5.2306610000000004,120.0,5731103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2,0,0,0,0,1,10,16,1996,2,1,1,29,1,0,0,0,0,1,4,3,0,0,0,0,0,0,Ossie Davis,Charles S. Dutton,Charles S. Dutton,18.0,2
131,4000000,en,10.130541000000001,90.0,9800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,5,0,0,0,0,1,7,24,2013,2,1,1,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,Steve Coogan,None,None,23.0,13
132,6000000,en,8.278079,93.0,5206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,61,1,0,0,0,0,0,0,0,0,0,1,1,1,2011,5,2,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Orlando Bloom,Riley Keough,Riley Keough,22.0,2
133,0,en,1.079975,97.0,2452566,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127,0,1,0,0,0,1,0,0,0,0,4,9,2,2000,5,1,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,Liam Neeson,David Cale,David Cale,4.0,1
134,65000000,en,11.73956,95.0,211780824,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3,1,0,0,0,1,11,4,2010,3,2,1,4,0,0,0,0,0,0,2,8,0,0,0,0,0,0,Robert Downey Jr.,Zach Galifianakis,Zach Galifianakis,18.0,57
135,10000000,en,11.840494999999999,100.0,33000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,1,9,6,2007,3,1,1,12,0,1,0,0,0,0,3,9,1,0,0,0,0,1,Simon Pegg,Thandie Newton,Thandie Newton,30.0,8
136,2000000,en,1.372493,90.0,300000,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,4,0,0,0,0,1,6,29,2006,3,1,1,10,1,0,0,0,0,0,2,13,0,0,0,0,0,0,Crusoe Kurddal,Jamie Gulpilil,Jamie Gulpilil,9.0,19
137,0,en,2.490032,92.0,120680,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,5,25,2012,4,1,1,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,Alicia Witt,None,None,17.0,3
138,9000000,en,8.888278,79.0,4350774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,1,0,0,0,0,1,4,29,1994,4,1,1,9,0,0,0,0,0,0,1,7,0,0,0,0,0,0,Jeremy Piven,Chris Young,Chris Young,36.0,14
139,0,en,10.245682,93.0,3065860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1,0,0,0,0,2,0,0,0,0,1,2,5,2010,4,1,1,7,1,0,0,0,0,0,1,16,0,0,0,0,0,0,Emma Bell,Shawn Ashmore,Shawn Ashmore,9.0,45
140,110000000,en,0.9130959999999999,133.0,407711549,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,45,0,0,0,0,0,6,0,0,0,1,1,4,24,2003,3,3,1,12,0,0,0,0,0,0,1,5,0,1,0,0,0,0,Patrick Stewart,Hugh Jackman,Hugh Jackman,31.0,28
141,14320000,en,0.5853970000000001,176.0,14000000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,1,7,18,1968,2,1,1,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,Julie Andrews,Richard Crenna,Richard Crenna,13.0,10
142,0,en,7.008512,101.0,31466789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,1,0,0,3,0,0,0,0,2,8,31,2003,6,1,1,6,0,0,0,0,0,0,5,4,0,0,0,0,0,0,Scarlett Johansson,Colin Firth,Colin Firth,13.0,13
143,3500000,en,5.353826000000001,108.0,615816,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,1,0,0,0,0,1,1,22,2016,4,1,1,6,0,0,0,0,0,0,2,6,0,0,0,0,0,0,None,Melissa Rauch,Melissa Rauch,15.0,4
144,18000000,en,6.675032000000001,98.0,382174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,2,11,5,2008,2,1,1,9,0,0,0,0,0,0,2,10,0,0,0,0,1,0,Billy Bob Thornton,Kim Basinger,Kim Basinger,23.0,5
145,4000000,en,6.216637,108.0,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,79,1,1,0,0,0,1,1,0,0,0,1,10,26,1967,2,1,1,9,0,0,0,0,0,0,3,10,0,0,1,0,1,0,Audrey Hepburn,Alan Arkin,Alan Arkin,13.0,22
146,0,en,3.8058110000000003,88.0,9188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,23,0,0,0,0,1,3,0,0,0,0,1,12,9,2016,4,2,1,4,0,1,0,0,0,0,2,9,1,0,0,0,0,1,Michael Shannon,Imogen Poots,Imogen Poots,20.0,52
147,0,en,10.278957,90.0,19510371,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1,1,0,0,0,1,3,17,1988,3,1,1,15,0,0,0,0,0,0,6,5,0,0,0,0,0,0,Bubba Smith,David Graf,David Graf,13.0,6
148,39200000,ko,14.131905999999999,126.0,86758912,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35,1,0,0,0,0,5,0,0,0,0,4,8,1,2013,3,4,1,13,0,0,0,0,0,0,1,24,1,1,0,0,0,0,Chris Evans,Song Kang-ho,Song Kang-ho,45.0,62
149,0,en,9.322716999999999,87.0,147214049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,2,0,1,0,0,1,4,3,1992,4,1,1,11,1,0,0,0,0,0,1,3,0,0,0,0,0,0,Charles Grodin,Bonnie Hunt,Bonnie Hunt,15.0,11
150,25000000,en,5.405958,113.0,432274,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,9,0,0,0,0,2,3,28,2012,2,1,1,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Halle Berry,Olivier Martinez,Olivier Martinez,9.0,54
151,0,en,1.178642,108.0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,2,0,0,0,0,1,12,12,1980,4,0,1,12,0,1,0,0,0,0,1,10,0,0,0,0,0,0,None,Trevor Howard,Trevor Howard,13.0,18
152,0,en,1.279443,100.0,16905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,1,1,25,2016,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,None,Will Allen,Will Allen,1.0,7
153,0,en,3.520171,92.0,241,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,1,1,1988,4,1,1,11,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Charlotte Burke,Glenne Headly,Glenne Headly,5.0,8
154,4000000,en,10.200398,91.0,52425855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,4,0,1,0,0,1,1,23,2015,4,1,1,12,0,0,0,0,0,0,4,37,1,0,1,0,0,1,Jennifer Lopez,Ryan Guzman,Ryan Guzman,19.0,37
155,0,en,2.6204560000000003,90.0,5091888,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,1,0,1,0,0,0,0,1,1,4,1983,1,1,1,5,0,0,0,0,0,0,1,8,0,0,0,0,1,0,Robert Forster,Fred Williamson,Fred Williamson,15.0,10
156,20000000,en,8.759774,72.0,109862682,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,5,0,0,0,0,3,2,14,2002,3,1,1,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,Harriet Owen,Blayne Weaver,Blayne Weaver,12.0,9
157,3500000,ru,0.768181,126.0,8262833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,1,3,5,2005,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Andrei Panin,Elena Panova,Elena Panova,8.0,1
158,0,en,0.56257,94.0,447784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,1,0,1,0,0,1,0,0,0,0,1,1,7,1994,4,1,1,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,None,Joe Lara,Joe Lara,18.0,42
159,63600000,en,6.047757,102.0,19412993,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,4,1,0,0,0,1,10,6,2000,4,1,1,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Sylvester Stallone,Miranda Richardson,Miranda Richardson,15.0,10
160,32000000,en,7.54701,107.0,18552460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,1,0,0,0,0,2,2,9,1995,3,1,1,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,Sharon Stone,Gene Hackman,Gene Hackman,16.0,10
161,3500000,en,4.456904,98.0,113783,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,0,1,1,2,0,0,0,0,1,2,7,2006,1,1,1,13,0,0,0,0,0,0,2,2,0,0,0,1,0,0,Zooey Deschanel,Will Ferrell,Will Ferrell,15.0,2
162,0,en,1.319188,88.0,12277096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,1,0,0,0,2,0,1,0,0,1,4,22,1988,4,1,1,16,0,0,1,0,0,1,2,8,0,0,0,0,0,0,Lea Thompson,Victoria Jackson,Victoria Jackson,7.0,3
163,125000,en,10.850569,90.0,3200000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,1,9,11,2011,6,1,1,11,0,0,0,0,0,0,4,7,1,0,1,0,0,0,Mark Duplass,Emily Blunt,Emily Blunt,6.0,8
164,9000000,en,5.997054,93.0,17096053,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,1,1,1,0,0,0,0,1,9,17,1998,3,4,1,3,0,1,0,0,0,0,1,6,0,0,0,1,0,0,Jason Schwartzman,Olivia Williams,Olivia Williams,13.0,9
165,40000000,en,9.825841,99.0,62771059,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,74,0,1,0,0,0,5,1,0,0,0,1,4,5,2007,3,2,1,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,Hilary Swank,David Morrissey,David Morrissey,15.0,17
166,0,en,0.836108,90.0,25000,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,46,0,0,0,0,1,0,0,0,0,0,1,1,1,1989,6,1,1,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Bo Derek,Anthony Quinn,Anthony Quinn,5.0,4
167,0,en,8.802715,87.0,1723872,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,0,0,1,6,6,1982,6,1,1,12,0,0,1,0,0,0,1,9,0,0,0,0,0,0,Lou Dobbs,Ted Koppel,Ted Koppel,2.0,14
